1199	27.2072
1286	28.261
1434	30.2728
1514	31.4224
1593	32.7157
1435	30.6081
1384	29.5064
1264	28.4526
1209	28.5963
1191	30.2249
1250	30.7997
1300	31.0392
1350	31.2787
1400	31.5661
1450	31.614
1500	32.0451
1550	32.2846
1600	32.572
1650	32.8594
1700	33.0989
1168	30.52667
1200	30.64642
1300	30.83323
1400	30.93382
1500	31.2
1600	32.00678
1700	33.54916
1800	36.13576
1900	35.26398
1930	41.5
1200	29.0
1250	29.3
1300	29.7
1350	30.1
1400	30.5
1450	30.9
1500	31.3
1550	31.7
1600	32.1
1650	32.5
1700	32.9
1750	33.3
1800	33.7
1500	32.4283
1550	32.8594
1600	33.2905
1650	33.7695
1700	34.2964
1750	34.9191
1800	35.6376
1850	36.4519
1900	37.4578
1223	37.0746
1254	36.0687
1277	38.0805
1323	38.8948
1338	41.4814
1345	40.4755
1500	31.87
1550	32.44
1600	33.03
1650	33.64
1700	34.29
1700	34.19
1750	34.58
1800	35.39
1850	36.77
1800	35.03
1850	36.06
1900	37.19
1500	31.78
1550	32.79
1600	33.56
1650	34.03
1700	34.16
1700	34.47
1750	35.16
1800	36.04
1850	37.18
1800	35.19
1850	36.54
1900	37.92
1500	32.13
1550	32.75
1600	33.39
1650	34.07
1700	34.76
1700	34.14
1750	34.81
1800	35.63
1850	36.66
1800	35.46
1850	36.21
1900	37.39
1208	43.89016
1218	35.68952
1228	32.25864
1238	30.08296
1248	29.45536
1258	29.0788
1268	29.0788
1278	29.24616
1288	28.87
1298	28.87
1308	28.87
1318	28.87
1328	29.24616
1338	28.87
1348	29.0788
